H_ery_ID	peak_count	sig_peak_count	proportion_sig	SPU.hit	SPU.common_name	common_name	SPU.family	SPU.description	GRN	DE	PMC	sig_peak_count_ns	proportion_sig_ns
HER_19732.t1	1	0	0	SPU_021402	Sp-Cub/Egf/Lnb/7Tm/Gpcr_1	Cub/Egf/Lnb/7Tm/Gpcr_1	LNB-7TM GPCR	none	FALSE	TRUE	FALSE	0	0
HER_19735.t2	2	1	0.5	SPU_000012	Sp-Agmat	Agmat	none	Agmatinase, mitochondrial precursor (Agmatine ureohydrolase) (AUH)	FALSE	TRUE	FALSE	0	0
HER_19739.t1	1	0	0	SPU_020664	Sp-Chd1l	Chd1l	none	Chromodomain helicase DNA binding protein 1-like 	FALSE	TRUE	FALSE	0	0
HER_38936.t1	3	0	0	SPU_010375	Sp-Os9l	Os9l	PRKCSH superfamily	amplified in osteosarcoma-like	FALSE	FALSE	FALSE	0	0
HER_19745.t1	1	1	1	SPU_020239	Sp-Tmco3	Tmco3	KefB superfamily	transmembrane and coiled-coil domains 3	FALSE	TRUE	FALSE	0	0
HER_38939.t1	3	0	0	SPU_021962	Sp-Gabpb	Gabpb	none	none	FALSE	TRUE	FALSE	0	0
HER_19751.t1	2	1	0.5	SPU_005687	Sp-Pcid2	Pcid2	PCI superfamily	PCI domain containing 2; PCID2 protein	FALSE	TRUE	FALSE	0	0
HER_19759.t1	1	1	1	SPU_012915	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19761.t1	1	0	0	SPU_016130	Sp-Nt5dc3	Nt5dc3	5_nucleotid superfamily	5'-nucleotidase domain containing 3	FALSE	TRUE	FALSE	0	0
HER_19765.t1	2	2	1	SPU_003221	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_19766.t1	1	0	0	SPU_003225	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19806.t1	1	0	0	SPU_002499	Sp-Gucy2gL	Gucy2gL	H2A superfamily, guanylate cyclase superfamily	guanylate cyclase 2g-like	FALSE	FALSE	FALSE	0	0
HER_19807.t1	2	0	0	SPU_002499	Sp-Gucy2gL	Gucy2gL	H2A superfamily, guanylate cyclase superfamily	guanylate cyclase 2g-like	FALSE	FALSE	FALSE	0	0
HER_19808.t1	3	0	0	SPU_006548	none	NA	none	none	FALSE	TRUE	FALSE	1	0.333333333333333
HER_19809.t1	1	1	1	SPU_006548	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19814.t1	1	0	0	SPU_011092	Sp-Akap14	Akap14	none	A kinase (PRKA) anchor protein 14	FALSE	TRUE	FALSE	0	0
HER_19815.t1	2	0	0	SPU_011093	Sp-Mccc1	Mccc1	Carbamoyl-phosphate synthase L chain	methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial-like (incomplete); methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)	FALSE	TRUE	FALSE	0	0
HER_19816.t1	1	0	0	SPU_011091	Sp-Gtf2F2	Gtf2F2	none	general transcription factor IIF, polypeptide 2 (30kD subunit)	FALSE	FALSE	FALSE	0	0
HER_19818.t1	6	0	0	SPU_012586	Sp-Fax1	Fax1	nuclear hormone receptor	Hr83 (D. melanogaster) homolog, NR2E5	FALSE	TRUE	FALSE	0	0
HER_19821.t1	1	0	0	SPU_017688	Sp-Galr2L_24	Galr2L_24	7TM GPCR_1 superfamily	galanin receptor 2-like-24	FALSE	FALSE	FALSE	0	0
HER_19822.t1	3	0	0	SPU_026445	Sp-Agfg1L	Agfg1L	ArfGap	ArfGAP with FG repeats 1-like, Agfg1/2-like, HIV-1 Rev binding protein-like	FALSE	TRUE	FALSE	0	0
HER_19823.t1	2	0	0	SPU_026447	Sp-Fmr1L	Fmr1L	KH domain, Fragile X-related 1 (Fxr1) protein C terminal domain	fragile X mental retardation syndrome 1 (human)-like, Fxr1/2-like, Sp-FragileX	FALSE	TRUE	FALSE	0	0
HER_19825.t1	1	0	0	SPU_016732	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_19826.t1	2	0	0	SPU_016729	Sp-Eif4e2	Eif4e2	Eukaryotic initiation factor 4E (IF4E)	eukaryotic translation initiation factor 4E member 2, Eif4el3, translation initiation factor 4E homologous protein, Sp-4Ehp	FALSE	FALSE	FALSE	1	0.5
HER_19827.t1	1	1	1	SPU_016733	Sp-Med4	Med4	none	mediator complex subunit 4; mediator of RNA polymerase II transcription subunit 4	FALSE	FALSE	FALSE	0	0
HER_19831.t1	1	0	0	SPU_004318	Sp-Prss16L	Prss16L	Serine carboxypeptidase S28	protease, serine, 16 (thymus)-like, Tssp, Sp-Prss16	FALSE	TRUE	FALSE	0	0
HER_19832.t1	3	0	0	SPU_026448	Sp-Grtp1	Grtp1	Rab-GTPase-TBC domain	growth hormone regulated TBC protein 1	FALSE	TRUE	FALSE	1	0.333333333333333
HER_19833.t1	3	1	0.333333333333333	SPU_026447	Sp-Fmr1L	Fmr1L	KH domain, Fragile X-related 1 (Fxr1) protein C terminal domain	fragile X mental retardation syndrome 1 (human)-like, Fxr1/2-like, Sp-FragileX	FALSE	TRUE	FALSE	0	0
HER_19836.t1	2	0	0	SPU_009527	Sp-TnfsfL2	TnfsfL2	TNF superfamily	tumor necrosis factor superfamily like2	FALSE	FALSE	FALSE	0	0
HER_19837.t1	1	0	0	SPU_009528	Sp-TnfsfL1	TnfsfL1	TNF superfamily	tumor necrosis factor superfamily like1	FALSE	FALSE	FALSE	0	0
HER_19838.t2	2	0	0	SPU_026371	Sp-Nckx	Nckx	sodium/calcium exchanger protein	Potassium dependent sodium/calcium exchanger	FALSE	TRUE	FALSE	0	0
HER_19841.t1	5	2	0.4	SPU_002194	Sp-Dkc1	Dkc1	none	dyskerin 	FALSE	FALSE	FALSE	0	0
HER_19842.t1	2	0	0	SPU_002193	Sp-Apc6	Apc6	APC	CDC16	FALSE	FALSE	FALSE	1	0.5
HER_19843.t1.1.5f2c6ac8	1	0	0	SPU_004771	Sp-Uxs1	Uxs1	none	UDP-glucuronate decarboxylase 1	FALSE	FALSE	FALSE	0	0
HER_19843.t1	1	0	0	SPU_004771	Sp-Uxs1	Uxs1	none	UDP-glucuronate decarboxylase 1	FALSE	FALSE	FALSE	0	0
HER_19848.t1	1	1	1	SPU_024604	Sp-Rdh11_5	Rdh11_5	none	Retinol dehydrogenase 11 (Retinal reductase 1) (RalR1) (Prostate short-chain dehydrogenase/reductase 1) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) 	FALSE	TRUE	FALSE	0	0
HER_19849.t1	1	0	0	SPU_017500	Sp-C3orf58	C3orf58	none	human chromosome 3 open reading frame 58	FALSE	TRUE	FALSE	0	0
HER_38946.t1	1	0	0	SPU_012239	Sp-Cern	Cern	none	none	FALSE	TRUE	FALSE	0	0
HER_19853.t1	7	0	0	SPU_013599	Sp-Fam124L2	Fam124L2	FAM124	family with sequence similarity 124-like, Sp-Fam124a	FALSE	TRUE	FALSE	0	0
HER_19857.t1_HER_19860.t1	1	0	0	SPU_028759	Sp-Aadac_4	Aadac_4	esterase-lipase superfamily	arylacetamide deacetylase-4; neutral cholesterol ester hydrolase 1	FALSE	TRUE	FALSE	0	0
HER_19862.t1.1.5f2c6aed	2	0	0	SPU_028761	Sp-Aadac_6	Aadac_6	esterase-lipase superfamily	arylacetamide deacetylase-6; neutral cholesterol ester hydrolase 1	FALSE	TRUE	FALSE	0	0
HER_19863.t1	3	0	0	SPU_028758	Sp-Aadac	Aadac	esterase-lipase superfamily	arylacetamide deacetylase	FALSE	FALSE	FALSE	0	0
HER_19864.t1	2	0	0	SPU_028757	Sp-Aadac_3	Aadac_3	esterase-lipase superfamily	arylacetamide deacetylase-3; neutral cholesterol ester hydrolase 1	FALSE	TRUE	FALSE	0	0
HER_19912.t1	1	0	0	SPU_002686	Sp-Gucy1b2	Gucy1b2	none	Guanylate cyclase soluble, beta-2 chain (GCS-beta-2)	FALSE	TRUE	FALSE	0	0
HER_19914.t2	2	0	0	SPU_012927	Sp-Hypp_2056	Hypp_2056	Death superfamily, P_loop_NTPase superfamily	hypothetical protein-2056; apoptotic protease activating factor-1-like	FALSE	FALSE	FALSE	0	0
HER_19914.t1	2	1	0.5	SPU_012927	Sp-Hypp_2056	Hypp_2056	Death superfamily, P_loop_NTPase superfamily	hypothetical protein-2056; apoptotic protease activating factor-1-like	FALSE	FALSE	FALSE	0	0
HER_38949.t1	9	1	0.111111111111111	SPU_012238	Sp-Hh	Hh	Hint (Hedgehog/Intein) domain	hedgehog (hh) homolog	TRUE	TRUE	FALSE	0	0
HER_19924.t1	1	0	0	SPU_015749	Sp-Unc93ha	Unc93ha	sugar_trans superfamily	unc-93 homolog A (C. elegans)	FALSE	TRUE	FALSE	0	0
HER_19936.t1	1	1	1	SPU_017661	Sp-Mgam	Mgam	none	Maltase-glucoamylase, intestinal [Includes: Maltase (Alpha-glucosidase); Glucoamylase (Glucan 1,4-alpha-glucosidase)]	FALSE	TRUE	FALSE	0	0
HER_19937.t1	3	1	0.333333333333333	SPU_011736	Sp-Colf_3	Colf_3	collagen	none	FALSE	FALSE	FALSE	0	0
HER_19938.t1	2	0	0	SPU_011738	Sp-Hypp_657	Hypp_657	none	hypothetical protein-657	FALSE	FALSE	FALSE	1	0.5
HER_19943.t1	3	0	0	SPU_006718	Sp-Tmtc2	Tmtc2	DUF1736 superfamily, TPR superfamily	transmembrane and tetratricopeptide repeat containing 2	FALSE	TRUE	FALSE	0	0
HER_19952.t1	1	0	0	SPU_011176	Sp-Clect/Scop/7Tm	Clect/Scop/7Tm	none	none	FALSE	FALSE	FALSE	0	0
HER_19999.t1	1	0	0	SPU_004716	Sp-Hypp_426	Hypp_426	S1-like superfamily	hypothetical protein-426	FALSE	FALSE	FALSE	0	0
HER_20001.t1	2	0	0	SPU_012430	Sp-SatL3	SatL3	none	spermidine/spermine N(1)-acetyltransferase-like 3, diamine acetyltransferase-like, Sp-Sat2_3	FALSE	TRUE	FALSE	0	0
HER_20002.t1	1	0	0	SPU_022005	Sp-Rbx2	Rbx2	none	RING-box protein 2, Sag, Sensitive to apoptosis gene protein	FALSE	FALSE	FALSE	0	0
HER_38951.t1	1	0	0	SPU_014343	Sp-Aco1	Aco1	none	Iron-responsive element binding protein 1 (IRE-BP 1) (Iron regulatory protein 1) (IRP1) (Ferritin repressor protein) (Aconitate hydratase) (Citrate hydro-lyase) (Aconitase)	FALSE	TRUE	FALSE	0	0
HER_20005.t1	2	0	0	SPU_010033	Sp-Rhogef4	Rhogef4	RhoGEF	Rho guanine nucleotide exchange factor 4, ARHGEF4	FALSE	TRUE	FALSE	0	0
HER_20008.t1	1	0	0	SPU_010032	Sp-C6st_1	C6st_1	chondroitin sulfotransferase	chondroitin 6-O-sulfotransferase	FALSE	TRUE	FALSE	0	0
HER_20010.t1	1	1	1	SPU_010030	Sp-Cog6	Cog6	none	component of oligomeric golgi complex 6	FALSE	FALSE	FALSE	0	0
HER_38952.t1	1	0	0	SPU_014342	Sp-Suox	Suox	none	Sulfite oxidase, mitochondrial precursor	FALSE	TRUE	FALSE	0	0
HER_20018.t1	1	0	0	SPU_008592	Sp-Hypp_553	Hypp_553	S1-like superfamily	hypothetical protein-553	FALSE	TRUE	FALSE	0	0
HER_20027.t1	1	0	0	SPU_025373	Sp-Tie1_8	Tie1_8	none	tyrosine kinase with immunoglobulin-like and EGF-like domains-like-8; receptor tyrosine kinase-like	FALSE	FALSE	FALSE	0	0
HER_20029.t2	3	0	0	SPU_010031	Sp-Nalcn	Nalcn	none	sodium leak channel, non-selective; voltage gated channel like 1	FALSE	TRUE	FALSE	0	0
HER_20029.t3	2	0	0	SPU_027748	Sp-Vgcnl1	Vgcnl1	none	voltage gated channel like 1 	FALSE	FALSE	FALSE	0	0
HER_20030.t1	1	0	0	SPU_009025	Sp-Kctd21	Kctd21	BTB superfamily	potassium channel tetramerization domain containing 21	FALSE	TRUE	FALSE	0	0
HER_20031.t1	1	0	0	SPU_007275	Sp-CntrobL	CntrobL	Trichoplein	centrobin, centrosomal BRCA2 interacting protein-like; Sp-Hypp_1605, Sp-CntbL	FALSE	TRUE	FALSE	0	0
HER_38953.t1	1	0	0	SPU_017724	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_38954.t1	4	0	0	SPU_017725	Sp-P3a2	P3a2	Nrf1	DNA-binding protein P3A2, nuclear respiratory factor 1, Nrf1	FALSE	TRUE	FALSE	0	0
HER_20035.t1	4	0	0	SPU_028332	Sp-HltfL1	HltfL1	SMARCA	helicase-like transcription factor-like, Snf2l3-like, Sp-Smarca3	FALSE	FALSE	FALSE	0	0
HER_20043.t1	3	0	0	SPU_009836	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_20044.t2	1	0	0	SPU_017198	Sp-Tpp2	Tpp2	peptidase_S8 superfamily	tripeptidyl peptidase II	FALSE	TRUE	FALSE	0	0
HER_20046.t1	2	0	0	SPU_006312	Sp-Dp1	Dp1	E2F/DP	transcription factor Dp, Dp,Tfdp1/2/3-like, Sp-DPI 	FALSE	FALSE	FALSE	0	0
HER_20051.t1	3	0	0	SPU_006189	Sp-Mis12l	Mis12l	Mis12 superfamily	MIS homolog; MIS12, MIND kinetochore complex component, homolog	FALSE	FALSE	FALSE	0	0
HER_20052.t1	6	1	0.166666666666667	SPU_024600	Sp-FlnaL	FlnaL	filamin superfamily	filamin, alpha-like	FALSE	TRUE	FALSE	0	0
HER_38955.t1	3	0	0	SPU_017727	Sp-IrbitL	IrbitL	none	predicted S-adenosylhomocysteine hydrolase with metazoan-specific N-terminal extension, ortholog of  mammalian IP3 receptor-binding protein released with inositol 1,4,5-trisphosphate (IRBIT)	FALSE	TRUE	FALSE	1	0.333333333333333
HER_37374.t1	1	0	0	SPU_022687	Sp-Dncic2L	Dncic2L	none	dynein, cytoplasmic, intermediate chain 2 	FALSE	FALSE	FALSE	0	0
HER_20066.t1	1	0	0	SPU_013524	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_20067.t1	1	0	0	SPU_006021	Sp-Gpr180	Gpr180	none	G protein-coupled receptor 180	FALSE	FALSE	FALSE	0	0
HER_20068.t1	3	0	0	SPU_018563	Sp-Slc16a14_5	Slc16a14_5	none	solute carrier family 16 (monocarboxylic acid transporters), member 14	FALSE	TRUE	FALSE	0	0
HER_20069.t1	5	0	0	SPU_014258	Sp-Sned1_3	Sned1_3	Nidogen superfamily, AMOP superfamily, VWD superfamily, CCP superfamily	sushi, nidogen and EGF-like domains 1-3	FALSE	FALSE	FALSE	0	0
HER_20070.t1	3	0	0	SPU_018562	Sp-Hypp_2391	Hypp_2391	AdoMet_MTase superfamily	hypothetical protein-2391; methyltransferase (bacterial)-like	FALSE	TRUE	FALSE	0	0
HER_20074.t1	3	0	0	SPU_007567	Sp-Gpr161	Gpr161	7TM GPCR_1 superfamily	G protein-coupled receptor 161	FALSE	TRUE	FALSE	0	0
HER_20075.t1	3	0	0	SPU_007569	Sp-Mars2	Mars2	nt_trans superfamily	methionyl-tRNA synthetase 2, mitochondrial	FALSE	FALSE	FALSE	0	0
HER_38956.t1	1	0	0	SPU_017726	Sp-Lktnh	Lktnh	M1 peptidase	none	FALSE	TRUE	FALSE	0	0
HER_38958.t1	5	0	0	SPU_025140	Sp-Pb1	Pb1	none	polybromo 1 	FALSE	TRUE	FALSE	0	0
HER_20085.t1	1	0	0	SPU_028535	Sp-Lrp6L_3	Lrp6L_3	LDL_receptorecept_b superfamily, HYR superfamily, CCP superfamily	low density lipoprotein receptor-related protein 6-like-3	FALSE	TRUE	FALSE	0	0
HER_20087.t1	1	0	0	SPU_002904	Sp-C7orf43L	C7orf43L	none	human chromosome 7 open reading frame 43-like	FALSE	TRUE	FALSE	0	0
HER_20091.t1	3	0	0	SPU_013246	Sp-Hypp_3058	Hypp_3058	none	hypothetical protein-3058	FALSE	FALSE	FALSE	0	0
HER_20092.t1	1	0	0	SPU_013246	Sp-Hypp_3058	Hypp_3058	none	hypothetical protein-3058	FALSE	FALSE	FALSE	0	0
HER_20093.t1	2	0	0	SPU_013246	Sp-Hypp_3058	Hypp_3058	none	hypothetical protein-3058	FALSE	FALSE	FALSE	0	0
HER_20099.t1	1	0	0	SPU_028469	Sp-SerpL1	SerpL1	serine protease inhibitors	PAI-2, Plasminogen Activator Inhibitor-2, PAI-2	FALSE	TRUE	FALSE	0	0
HER_20101.t1	6	1	0.166666666666667	SPU_028470	Sp-KmanL	KmanL	adhesion protein	none	FALSE	TRUE	FALSE	0	0
HER_20102.t1	8	1	0.125	SPU_011954	Sp-Rb	Rb	retinoblastoma protein	Rb1, retinoblastoma protein	FALSE	TRUE	FALSE	0	0
HER_20103.t1	2	1	0.5	SPU_010239	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_20104.t1	1	0	0	SPU_010238	Sp-Tppp3	Tppp3	p25-alpha superfamily	tubulin polymerization-promoting protein family member 3	FALSE	TRUE	FALSE	0	0
HER_20126.t1	1	0	0	SPU_010692	Sp-Rpl8	Rpl8	none	ribosomal protein L8	FALSE	TRUE	FALSE	0	0
HER_20127.t1	4	1	0.25	SPU_010691	Sp-Ddx3Y	Ddx3Y	none	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked	FALSE	TRUE	FALSE	0	0
HER_38959.t1	6	2	0.333333333333333	SPU_025139	Sp-Tdg	Tdg	UDG superfamily	thymine DNA glycosylase	FALSE	TRUE	FALSE	0	0
HER_20155.t1	3	0	0	SPU_027893	Sp-Iqcg	Iqcg	none	IQ motif containing G	FALSE	FALSE	FALSE	0	0
HER_20158.t1	1	0	0	SPU_027890	Sp-Gfm1	Gfm1	none	Mitochondrial EF-G1, Mitochondrial Translational Elongation Factor G 1	FALSE	TRUE	FALSE	0	0
HER_20159.t1	6	0	0	SPU_019657	Sp-Sr140	Sr140	none	U2-associated SR140 protein	FALSE	TRUE	FALSE	0	0
HER_20160.t1	4	0	0	SPU_002851	Sp-Usp9Y	Usp9Y	ubiquite protease	ubiquitin-specific protease 9 gene on the Y	FALSE	TRUE	FALSE	1	0.25
HER_20162.t2	7	1	0.142857142857143	SPU_002851	Sp-Usp9Y	Usp9Y	ubiquite protease	ubiquitin-specific protease 9 gene on the Y	FALSE	TRUE	FALSE	1	0.142857142857143
HER_38963.t1	1	0	0	SPU_022902	Sp-Ippk	Ippk	Ins_P5_2-kinase superfamily	inositol 1,3,4,5,6-pentakisphosphate 2-kinase; C9orf12	FALSE	TRUE	FALSE	0	0
HER_20168.t1	1	0	0	SPU_002235	Sp-RfxL	RfxL	RFX	regulatory factor X-like, Sp-Rfx4L, Sp-Rfx1L	FALSE	TRUE	FALSE	0	0
HER_20169.t1	1	0	0	SPU_021297	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_20170.t1	1	0	0	SPU_006428	Sp-Kiaa1704	Kiaa1704	none	KIAA1704 protein-like	FALSE	TRUE	FALSE	0	0
HER_20171.t1	3	0	0	SPU_024091	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_38960.t1	1	0	0	SPU_022901	Sp-Abhd7_2	Abhd7_2	none	epoxide hydrolase-related	FALSE	FALSE	FALSE	0	0
HER_20172.t1	10	1	0.1	SPU_001596	Sp-Atp11	Atp11	none	Sodium/potassium-transporting ATPase beta-1 chain (Sodium/potassium-dependent ATPase beta-1 subunit)	FALSE	TRUE	FALSE	0	0
HER_38962.t1	3	0	0	SPU_022899	Sp-Abhd7_1	Abhd7_1	none	epoxide hydrolase-related	FALSE	TRUE	FALSE	0	0
HER_20173.t1	6	0	0	SPU_002052	Sp-Hypp_3109	Hypp_3109	none	hypothetical protein-3109	FALSE	TRUE	FALSE	0	0
HER_20174.t1	2	0	0	SPU_009839	Sp-Hypp_1875	Hypp_1875	PH-like superfamily	hypothetical protein-1875	FALSE	TRUE	FALSE	0	0
HER_20177.t1	1	0	0	SPU_006966	Sp-Hypp_1690	Hypp_1690	FYVE superfamily	hypothetical protein-1690; vacuolar segregation protein-like	FALSE	TRUE	FALSE	0	0
HER_20201.t1	2	0	0	SPU_023427	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_20210.t1	2	0	0	SPU_024160	Sp-Hypp_209	Hypp_209	none	hypothetical protein-209; transposase domain-containing	FALSE	TRUE	FALSE	0	0
HER_20213.t1_HER_20211.t1	1	0	0	SPU_020596	Sp-Actb_3	Actb_3	actin superfamily	beta actin-3	FALSE	FALSE	FALSE	0	0
HER_20214.t1	2	1	0.5	SPU_021121	Sp-Cul3	Cul3	cullin	cullin 3	FALSE	TRUE	FALSE	0	0
HER_20215.t1	5	0	0	SPU_019173	Sp-Hypp_929	Hypp_929	none	hypothetical protein-929	FALSE	TRUE	TRUE	0	0
HER_20218.t1	5	0	0	SPU_003438	Sp-Pak1	Pak1	STE20	p21 protein (Cdc42/Rac)-activated kinase 1-like, Pak, Pak1/2/3, SpPak1	TRUE	TRUE	FALSE	0	0
HER_20220.t1	5	0	0	SPU_012538	Sp-Hypp_3061	Hypp_3061	none	hypothetical protein-3061	FALSE	TRUE	FALSE	1	0.2
HER_20221.t1	6	0	0	SPU_014229	Sp-MacpfF.1	MacpfF.1	none	none	FALSE	TRUE	FALSE	0	0
HER_20224.t1	9	3	0.333333333333333	SPU_022820	Sp-SoxB1	SoxB1	sox-hmg	SRY-box B1, SpSoxB1	TRUE	TRUE	FALSE	0	0
HER_37495.t1	3	0	0	SPU_012694	Sp-Abcd1	Abcd1	ABC	none	FALSE	FALSE	FALSE	0	0
HER_20226.t1	10	3	0.3	SPU_025113	Sp-SoxB2	SoxB2	sox-hmg	SRY-box B2, SpSoxB2	TRUE	TRUE	FALSE	0	0
HER_20232.t1	4	0	0	SPU_020526	Sp-Ccdc39	Ccdc39	none	coiled-coil domain containing 39	FALSE	TRUE	FALSE	0	0
HER_20234.t1	3	1	0.333333333333333	SPU_020526	Sp-Ccdc39	Ccdc39	none	coiled-coil domain containing 39	FALSE	TRUE	FALSE	0	0
HER_20235.t1	2	0	0	SPU_017367	Sp-Gk5	Gk5	FGGY_N superfamily, FGGY_C superfamily	glycerol kinase 5 (putative)	FALSE	TRUE	FALSE	0	0
HER_20237.t1	3	0	0	SPU_009360	Sp-Acadvl	Acadvl	none	Acyl-CoA dehydrogenase, very-long-chain specific, mitochondrial precursor (VLCAD) (MVLCAD)  	FALSE	TRUE	FALSE	0	0
HER_20238.t1	1	0	0	SPU_009358	Sp-Dtymk_1	Dtymk_1	none	Thymidylate kinase (dTMP kinase)  	FALSE	TRUE	FALSE	0	0
HER_20239.t2	1	0	0	SPU_002307	Sp-Rhogef7	Rhogef7	RhoGEF 	ARHGEF7, Rho guanine nucleotide exchange factor 7 (PAK-interacting exchange factor beta) (Beta-Pix)	FALSE	TRUE	FALSE	0	0
HER_20239.t1	5	0	0	SPU_002307	Sp-Rhogef7	Rhogef7	RhoGEF 	ARHGEF7, Rho guanine nucleotide exchange factor 7 (PAK-interacting exchange factor beta) (Beta-Pix)	FALSE	TRUE	FALSE	0	0
HER_20240.t1	4	0	0	SPU_015855	Sp-Fut3L	Fut3L	Glyco_transf_10 superfamily	alpha (1,3) fucosyltransferase-like	FALSE	TRUE	FALSE	1	0.25
HER_20241.t1	1	0	0	SPU_015855	Sp-Fut3L	Fut3L	Glyco_transf_10 superfamily	alpha (1,3) fucosyltransferase-like	FALSE	TRUE	FALSE	0	0
HER_20242.t1	2	1	0.5	SPU_015856	Sp-Lamp1	Lamp1	Lamp superfamily	lysosomal membrane glycoprotein 1	FALSE	TRUE	FALSE	0	0
HER_20246.t1	1	0	0	SPU_004954	Sp-Pp2arsBi2	Pp2arsBi2	none	Alpha isoform of regulatory subunit B, protein phosphatase 2 isoform 2; Protein phosphatase 2, regulatory subunit B'', alpha isoform 2	FALSE	TRUE	FALSE	0	0
HER_20247.t1	4	0	0	SPU_004954	Sp-Pp2arsBi2	Pp2arsBi2	none	Alpha isoform of regulatory subunit B, protein phosphatase 2 isoform 2; Protein phosphatase 2, regulatory subunit B'', alpha isoform 2	FALSE	TRUE	FALSE	0	0
HER_20248.t1	1	0	0	SPU_004953	Sp-Hypp_3087	Hypp_3087	none	hypothetical protein-3087	FALSE	FALSE	FALSE	0	0
HER_20250.t1	1	0	0	SPU_019044	Sp-Hypp_2417	Hypp_2417	none	hypothetical protein-2417	FALSE	FALSE	FALSE	0	0
HER_20253.t1	3	0	0	SPU_013145	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_20254.t1	7	1	0.142857142857143	SPU_023426	Sp-Slc25a30	Slc25a30	none	solute carrier family 25, member 30 	FALSE	FALSE	FALSE	0	0
HER_20255.t1	2	0	0	SPU_028531	Sp-Ppp2r3c	Ppp2r3c	none	protein phosphatase 2, regulatory subunit B', gamma	FALSE	TRUE	FALSE	0	0
HER_20265.t1	8	0	0	SPU_013086	Sp-Gpc35_2	Gpc35_2	glypican	Glypican 3/5 class	FALSE	TRUE	FALSE	1	0.125
HER_20266.t1	7	2	0.285714285714286	SPU_013087	Sp-Sucla2	Sucla2	none	Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor (Succinyl-CoA synthetase, betaA chain) (SCS-betaA) (ATP-specific succinyl-CoA synthetase beta subunit)	FALSE	FALSE	FALSE	0	0
HER_20266.t2	1	0	0	SPU_013087	Sp-Sucla2	Sucla2	none	Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor (Succinyl-CoA synthetase, betaA chain) (SCS-betaA) (ATP-specific succinyl-CoA synthetase beta subunit)	FALSE	FALSE	FALSE	0	0
HER_20267.t1	3	0	0	SPU_013084	Sp-Sr/Fa58c/Lnb/7Tm/Gpcr	Sr/Fa58c/Lnb/7Tm/Gpcr	LNB-7TM GPCR	none	FALSE	TRUE	FALSE	0	0
HER_20268.t1	1	0	0	SPU_013084	Sp-Sr/Fa58c/Lnb/7Tm/Gpcr	Sr/Fa58c/Lnb/7Tm/Gpcr	LNB-7TM GPCR	none	FALSE	TRUE	FALSE	0	0
HER_20269.t1	1	1	1	SPU_013088	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_20270.t2	9	0	0	SPU_010285	Sp-Tprjmjc	Tprjmjc	none	none	FALSE	FALSE	FALSE	0	0
HER_20271.t1	1	0	0	SPU_011241	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_20274.t1	2	0	0	SPU_006440	Sp-Enox1	Enox1	RRM superfamily	ecto-NOX disulfide-thiol exchanger 1	FALSE	TRUE	FALSE	0	0
HER_20275.t1	4	0	0	SPU_006438	Sp-Abcc5h	Abcc5h	none	Multidrug resistance-associated protein 5 (Multi-specific organic anion tranporter-C) (MOAT-C) (pABC11) (SMRP)	FALSE	TRUE	FALSE	0	0
HER_20279.t1	4	0	0	SPU_006442	Sp-Neu1_2	Neu1_2	sialidase superfamily	neuraminidase 1-2; sialidase 1 (lysosomal sialidase)	FALSE	TRUE	FALSE	0	0
HER_20280.t1	1	1	1	SPU_006437	Sp-Abcc5k	Abcc5k	none	Multidrug resistance-associated protein 5 (Multi-specific organic anion tranporter-C) (MOAT-C) (pABC11) (SMRP)	FALSE	FALSE	FALSE	0	0
HER_20283.t2	1	0	0	SPU_021043	Sp-Chrna6L_5	Chrna6L_5	Neur_chan_LBD superfamily	cholinergic receptor, nicotinic, alpha 6-like-5	FALSE	TRUE	FALSE	0	0
HER_20284.t1	1	0	0	SPU_013638	Sp-RbmX2L	RbmX2L	none	RNA binding motif protein, X-linked 2	FALSE	TRUE	FALSE	0	0
HER_38967.t1.1.5f2c68c8	6	0	0	SPU_005507	Sp-Pnpla8	Pnpla8	Patatin-like phospholipase	patatin-like phospholipase domain-containing protein 8, calcium-independent phospholipase A2-gamma, Sp-Ipla2(gamma)	FALSE	TRUE	FALSE	1	0.166666666666667
